401	0.35	Mr Medina Ortega has the floor.	Medina
402	0.453125	Thank you, Mr Medina Ortega.	Medina
403	0.359375	It should be borne in mind that the hunting expeditions described only target migrating birds.	expeditions
404	0.3666666666666667	(NL) Mr President, I voted against the Catania report, as I totally and utterly disagree with the Commission's recent proposals on asylum policy, which the rapporteur welcomes in this report.	asylum
405	0.42647058823529416	Within the framework of this cooperation, there are provisions for being able to offer subsidiary protection and provisions relating to the asylum procedure, reception and return.	asylum
406	0.3928571428571429	- The next item is the debate on the oral question to the Commission on the follow-up to the Declaration of the Sports Ministers of the European Union at their meeting in Biarritz in November 2008 by Katerina Batzeli and Doris Pack, on behalf of the Committee on Culture and Education - B6-0223/2009).	Doris
407	0.40384615384615385	The next item is the report by Pablo Arias Echeverría, on behalf of the Committee on the Internal Market and Consumer Protection, on completing the internal market for e-commerce.	Arias
408	0.45	President Arias's efforts in his role as an international broker came to fruition in the Esquipulas Peace Agreement, which was signed by the presidents of all Central American countries on 7 August 1987.	Arias
409	0.4166666666666666	That is why I have referred several times to these falsified medicines as 'silent killers' because that is effectively what they are, because if people who have problems ... We know how falsification networks have changed: a few years ago everybody would be talking about Viagra, but today it is impossible not to talk about drugs that combat, or attempt to combat, diseases such as cancer, diabetes, heart disease and cholesterol.	falsification
410	0.4166666666666666	(IT) Madam President, ladies and gentlemen, up to now, there has been too much doubt and uncertainty surrounding access to treatment and reimbursement for cross-border healthcare.	reimbursement
411	0.42647058823529416	The Commission has no discretion on the safety assessment of a GM product.	GM
412	0.453125	The parties also discussed the land restitution law and ways to combat impunity.	impunity
413	0.5	The lesson that I have learnt and that I wanted to stress in this resolution was that impunity is not an answer.	impunity
414	0.4605263157894737	This proposal is both a consequence and an integral part of the trend towards excessive preoccupation with security pursued by the EU institutions, and as such we reject it.	preoccupation
415	0.4722222222222222	Article 214(2) of the EC Treaty, curiously mentioned as the legal basis of the resolution, concerns not the nomination of a commissioner in the event of a resignation, but the vote to approve the entire Commission as a college.	EC
416	0.4821428571428571	the report by Mrs Jöns, on behalf of the Committee on Employment and Social Affairs, on the proposal for a regulation of the European Parliament and of the Council amending Regulation (EC) No 1081/2006 on the European Social Fund to extend the types of costs eligible for a contribution from the ESF - C6-0454/2008 - 2008/0232 (COD)), and	EC
417	0.5	The proposal to amend Regulation (EC) No 539/2001 that we are discussing today has three objectives: transferring Taiwan to the positive list, transferring other third countries or territories - Trinidad and Tobago, Saint Lucia, Saint Vincent and the Grenadines, Belize, Dominica, Grenada, the Marshall Islands, Micronesia and Palau - to the positive list and the situation of the Northern Mariana Islands.	EC
418	0.6052631578947368	the report by Mr Albertini, on behalf of the Committee on Transport and Tourism, on the proposal for a regulation of the European Parliament and of the Council on the rights of passengers in bus and coach transport and amending Regulation (EC) No 2006/2004 on cooperation between national authorities responsible for the enforcement of consumer protection laws - C6-0469/2008 -.	EC
419	0.4821428571428571	The Rospuda valley is the last peat bog system of its kind in Europe.	peat
420	0.5714285714285714	Madam President, before the debate begins, I just want to pass on the feelings of the people in Ireland regarding the future of our national airline Aer Lingus.	Aer
